timestamp,vibration_mm_s,temperature_c,pressure_bar,current_a,rpm,acoustic_db
2024-06-01T07:50,2.611,64.55,7.991,12.596,1477.5,70.59
2024-06-01T08:00,2.462,64.57,7.846,12.405,1475.8,71.19
2024-06-01T08:10,2.682,65.21,7.974,11.336,1471.4,73.42
2024-06-01T08:20,2.794,65.19,8.097,12.135,1472.0,70.7
2024-06-01T08:30,2.375,66.02,8.086,12.521,1478.0,70.99
2024-06-01T08:40,2.332,64.1,8.081,12.551,1474.1,72.46
2024-06-01T08:50,2.264,66.07,8.107,12.676,1477.4,73.39
2024-06-01T09:00,2.171,65.59,7.948,12.61,1477.4,73.32
2024-06-01T09:10,2.719,64.45,8.086,11.454,1477.9,73.3
2024-06-01T09:20,2.306,65.76,7.988,11.727,1477.4,71.02
2024-06-01T09:30,2.165,64.25,7.949,12.507,1478.8,71.2
2024-06-01T09:40,2.595,64.73,8.146,12.044,1478.6,70.6
2024-06-01T09:50,2.823,64.19,8.141,11.662,1472.0,71.74
2024-06-01T10:00,2.652,64.5,8.034,12.003,1474.2,72.25
2024-06-01T10:10,2.328,65.46,7.85,12.59,1475.4,72.79
2024-06-01T10:20,2.676,65.39,7.956,11.4,1476.3,71.41
2024-06-01T10:30,2.385,65.83,8.059,11.73,1473.4,71.71
2024-06-01T10:40,2.455,64.53,7.878,11.907,1478.3,72.71
2024-06-01T10:50,2.814,65.32,7.927,12.094,1470.7,71.33
2024-06-01T11:00,2.491,65.25,8.029,11.987,1474.1,71.09
2024-06-01T11:10,2.531,66.04,8.068,11.583,1471.2,72.21
2024-06-01T11:20,2.652,64.71,8.071,12.407,1475.8,71.19
2024-06-01T11:30,2.358,63.99,7.895,12.031,1477.1,70.67
2024-06-01T11:40,2.518,65.47,7.875,12.351,1474.1,71.32
2024-06-01T11:50,2.698,64.0,8.038,12.465,1470.9,72.0
2024-06-01T12:00,2.372,66.31,7.964,11.469,1471.9,73.56
2024-06-01T12:10,2.58,65.96,8.004,12.793,1474.6,73.96
2024-06-01T12:20,2.896,65.54,8.015,12.129,1476.3,72.55
2024-06-01T12:30,2.912,65.89,7.937,11.798,1471.5,72.91
2024-06-01T12:40,2.832,65.39,7.977,11.833,1470.0,71.68
2024-06-01T12:50,2.499,64.94,7.946,11.656,1471.1,73.19
2024-06-01T13:00,2.816,64.36,7.901,12.236,1472.4,71.48
2024-06-01T13:10,2.629,66.42,7.949,12.465,1475.8,73.53
2024-06-01T13:20,2.615,64.3,7.873,12.562,1475.6,74.25
2024-06-01T13:30,2.657,66.12,7.926,12.367,1470.4,71.65
2024-06-01T13:40,2.683,64.44,7.857,12.49,1471.6,71.5
2024-06-01T13:50,2.721,64.72,7.937,11.594,1471.4,72.99
2024-06-01T14:00,2.428,66.01,7.784,12.22,1468.4,72.37
2024-06-01T14:10,2.574,65.3,7.965,12.123,1473.9,74.05
2024-06-01T14:20,2.619,64.76,7.736,12.366,1475.6,72.37
2024-06-01T14:30,2.915,66.49,7.919,12.687,1475.0,71.88
2024-06-01T14:40,2.492,65.04,7.754,12.588,1471.7,72.01
2024-06-01T14:50,2.986,66.57,7.759,12.522,1473.0,71.69
2024-06-01T15:00,3.088,67.1,7.734,11.729,1469.3,73.78
2024-06-01T15:10,3.205,65.8,7.908,11.822,1472.1,73.66
2024-06-01T15:20,2.626,66.77,7.94,12.579,1467.3,75.0
2024-06-01T15:30,3.123,65.81,7.805,12.281,1470.1,72.76
2024-06-01T15:40,3.191,67.02,7.7,13.132,1470.9,74.58
2024-06-01T15:50,3.114,66.16,7.88,13.164,1467.7,74.57
2024-06-01T16:00,3.018,66.35,7.781,12.861,1467.4,74.8
2024-06-01T16:10,3.246,65.47,7.906,12.206,1468.7,74.01
2024-06-01T16:20,2.953,65.41,7.887,12.147,1466.4,74.76
2024-06-01T16:30,2.951,67.53,7.832,12.307,1464.4,75.37
2024-06-01T16:40,2.798,67.23,7.759,13.011,1469.6,74.37
2024-06-01T16:50,3.107,67.49,7.63,12.29,1469.3,73.22
2024-06-01T17:00,3.198,66.81,7.75,12.606,1469.4,73.4
2024-06-01T17:10,3.31,66.41,7.656,12.211,1464.6,72.72
2024-06-01T17:20,3.221,67.68,7.624,12.378,1466.6,74.99
2024-06-01T17:30,3.559,67.2,7.642,12.25,1463.9,73.29
2024-06-01T17:40,3.03,66.08,7.706,12.527,1469.8,74.56
2024-06-01T17:50,3.423,66.45,7.794,12.866,1468.6,74.73
2024-06-01T18:00,3.295,67.3,7.576,12.287,1468.8,74.48
2024-06-01T18:10,3.574,67.31,7.531,13.134,1461.3,73.4
2024-06-01T18:20,3.426,67.19,7.793,12.457,1466.6,75.15
2024-06-01T18:30,3.619,67.11,7.639,12.961,1463.6,76.17
2024-06-01T18:40,3.793,67.42,7.654,13.224,1465.5,76.59
2024-06-01T18:50,3.281,67.31,7.652,12.632,1460.5,73.56
2024-06-01T19:00,3.174,68.0,7.618,12.863,1460.6,75.95
2024-06-01T19:10,3.702,68.14,7.631,13.792,1464.5,75.78
2024-06-01T19:20,3.711,69.41,7.537,13.306,1462.9,76.92
2024-06-01T19:30,3.866,67.47,7.443,13.02,1463.3,75.82
2024-06-01T19:40,3.53,67.73,7.584,13.616,1464.3,75.7
2024-06-01T19:50,3.715,67.76,7.373,13.289,1458.9,74.93
2024-06-01T20:00,3.476,70.02,7.595,13.539,1463.4,77.76
2024-06-01T20:10,3.926,68.5,7.339,13.843,1459.0,76.64
2024-06-01T20:20,4.141,68.44,7.485,13.725,1458.6,74.77
2024-06-01T20:30,3.789,68.95,7.492,14.09,1456.7,77.08
2024-06-01T20:40,3.794,70.57,7.517,13.714,1457.2,75.86
2024-06-01T20:50,3.866,70.79,7.375,13.72,1460.8,77.25
2024-06-01T21:00,4.069,69.62,7.29,13.564,1458.4,77.29
2024-06-01T21:10,4.271,69.28,7.379,14.414,1455.2,77.71
2024-06-01T21:20,3.876,71.29,7.376,13.51,1452.3,77.34
2024-06-01T21:30,4.23,69.35,7.47,14.515,1454.1,75.95
2024-06-01T21:40,4.48,70.5,7.366,14.012,1451.9,78.7
2024-06-01T21:50,4.639,70.07,7.294,13.901,1456.5,77.7
2024-06-01T22:00,4.625,71.75,7.189,14.536,1451.7,79.41
2024-06-01T22:10,4.423,71.83,7.168,13.915,1452.4,79.83
2024-06-01T22:20,4.47,70.41,7.221,14.049,1451.3,78.37
2024-06-01T22:30,4.507,71.03,7.092,14.613,1450.8,77.45
2024-06-01T22:40,4.794,70.56,7.234,14.696,1451.9,78.2
2024-06-01T22:50,4.779,72.63,7.279,14.477,1444.9,78.82
2024-06-01T23:00,4.793,72.96,7.221,14.475,1448.0,78.86
2024-06-01T23:10,4.953,72.08,7.129,14.152,1446.8,80.91
2024-06-01T23:20,4.753,72.98,7.1,15.208,1449.0,80.73
2024-06-01T23:30,4.852,72.3,7.093,15.16,1448.3,77.99
2024-06-01T23:40,4.706,73.29,7.125,15.576,1446.4,79.65
2024-06-01T23:50,4.801,73.53,7.081,14.886,1445.1,81.57
2024-06-02T00:00,4.84,74.16,6.877,14.877,1439.8,80.47
2024-06-02T00:10,5.281,74.4,6.809,14.552,1444.6,81.03
2024-06-02T00:20,5.132,74.95,6.77,15.178,1438.7,79.97
2024-06-02T00:30,5.051,74.95,6.965,15.574,1437.0,80.89
2024-06-02T00:40,5.37,74.69,6.853,15.315,1436.7,82.61
2024-06-02T00:50,5.352,74.48,6.772,15.151,1438.2,81.9
2024-06-02T01:00,5.995,74.54,6.886,15.841,1434.8,82.14
2024-06-02T01:10,5.869,75.9,6.572,15.871,1435.5,83.64
2024-06-02T01:20,5.681,76.32,6.703,15.62,1435.5,82.91
2024-06-02T01:30,6.048,76.43,6.681,16.408,1434.3,84.22
2024-06-02T01:40,6.122,75.75,6.577,16.155,1433.9,81.59
2024-06-02T01:50,5.975,77.11,6.458,15.642,1431.2,85.08
2024-06-02T02:00,6.24,77.83,6.615,15.932,1432.3,83.63
2024-06-02T02:10,6.536,77.75,6.426,15.851,1432.1,82.73
2024-06-02T02:20,6.754,78.36,6.499,17.183,1430.9,85.45
2024-06-02T02:30,6.441,78.53,6.243,16.686,1425.4,85.31
2024-06-02T02:40,6.766,78.39,6.441,17.378,1421.3,84.08
2024-06-02T02:50,6.427,79.47,6.318,17.472,1420.9,83.82
2024-06-02T03:00,7.102,79.89,6.194,16.895,1418.8,87.37
2024-06-02T03:10,6.857,79.27,6.084,17.702,1417.3,85.97
2024-06-02T03:20,7.236,80.25,6.29,17.186,1420.7,85.27
2024-06-02T03:30,7.182,79.1,6.103,17.314,1420.8,85.23
2024-06-02T03:40,7.279,80.33,6.19,18.086,1412.5,87.98
2024-06-02T03:50,7.532,82.02,5.96,17.596,1411.6,86.36
2024-06-02T04:00,7.879,81.19,5.998,18.09,1413.2,86.42
2024-06-02T04:10,7.973,81.11,5.782,18.139,1407.3,89.53
2024-06-02T04:20,7.709,81.49,5.948,17.97,1406.2,90.47
2024-06-02T04:30,7.711,83.48,5.673,17.857,1405.3,88.31
2024-06-02T04:40,8.32,81.95,5.575,18.95,1403.4,89.31
2024-06-02T04:50,8.131,82.49,5.732,18.754,1405.6,90.34
2024-06-02T05:00,8.709,84.08,5.48,18.901,1405.3,89.27
2024-06-02T05:10,8.873,85.43,5.539,19.018,1403.6,89.83
2024-06-02T05:20,8.823,84.82,5.523,19.25,1401.1,90.39
2024-06-02T05:30,8.712,85.84,5.27,19.14,1396.9,92.63
2024-06-02T05:40,9.055,87.3,5.341,19.586,1394.6,91.55
2024-06-02T05:50,9.495,87.51,5.306,20.228,1393.4,92.52
2024-06-02T06:00,9.501,86.58,5.14,19.992,1388.8,92.66
2024-06-02T06:10,9.668,88.2,5.077,19.782,1390.6,93.14
2024-06-02T06:20,10.142,87.42,4.917,20.819,1387.4,95.5
2024-06-02T06:30,10.165,89.15,4.909,20.177,1381.4,96.5
2024-06-02T06:40,10.479,90.51,4.947,21.589,1380.9,96.0
2024-06-02T06:50,10.563,89.58,4.846,20.78,1374.5,98.42
2024-06-02T07:00,10.625,91.55,4.737,21.836,1377.9,99.54
2024-06-02T07:10,11.156,91.86,4.671,20.987,1375.9,99.69
2024-06-02T07:20,10.991,91.51,4.601,21.634,1368.5,97.42
2024-06-02T07:30,11.638,93.14,4.42,21.657,1368.1,98.22
2024-06-02T07:40,11.784,93.02,4.333,22.2,1363.2,101.44
2024-06-02T07:50,12.043,94.61,4.137,22.067,1358.7,101.81
2024-06-02T08:00,12.214,94.66,4.213,22.951,1358.0,101.33
2024-06-02T08:10,12.521,95.05,4.043,22.952,1356.9,102.89
2024-06-02T08:20,12.716,95.69,3.93,23.687,1348.4,103.03
2024-06-02T08:30,12.659,96.73,3.783,23.606,1345.2,105.46
2024-06-02T08:40,12.904,98.15,3.809,24.154,1348.5,106.52
2024-06-02T08:50,13.108,100.17,3.5,23.795,1345.9,107.58
2024-06-02T09:00,13.743,100.36,3.587,24.676,1336.0,105.45
2024-06-02T09:10,13.858,101.81,3.443,25.587,1338.9,106.6
